taxon	header	sequence_length	GC_all	valid_sites_all	gc_sites_all	p1_ATP6	p2_ATP6	p4_ATP8	p5_ATP8	p7_COX1	p8_COX1	p10_COX2	p11_COX2	p13_COX3	p14_COX3	p16_CYTB	p17_CYTB	p19_ND1	p20_ND1	p22_ND2	p23_ND2	p25_ND3	p26_ND3	p28_ND4L	p29_ND4L	p31_ND4	p32_ND4	p34_ND5	p35_ND5	p37_ND6	p38_ND6	p40_rrnl	p41_rrns	clean_tax
KU201314.1_Thespe	KU201314.1_Thespe	12925	0.2974757281553398	12875	3830	0.3185840707964602	0.37610619469026546	0.22641509433962265	0.32075471698113206	0.435546875	0.40234375	0.42543859649122806	0.34649122807017546	0.4220532319391635	0.37786259541984735	0.46296296296296297	0.3439153439153439	0.18151815181518152	0.3333333333333333	0.3323615160349854	0.36151603498542273	0.3220338983050847	0.3418803418803419	0.13829787234042554	0.2978723404255319	0.336322869955157	0.2937219730941704	0.32021466905187834	0.17921146953405018	0.32335329341317365	0.2694610778443114	0.2635009310986965	0.2706359945872801	KU201314.1_Thespe
KU201316.1_Staspe	KU201316.1_Staspe	12925	0.2508135750813575	12906	3237	0.3008849557522124	0.36283185840707965	0.11320754716981132	0.3584905660377358	0.43359375	0.41015625	0.39035087719298245	0.3508771929824561	0.3916349809885932	0.38549618320610685	0.40476190476190477	0.3492063492063492	0.11551155115511551	0.33003300330033003	0.24198250728862974	0.3362573099415205	0.2627118644067797	0.3220338983050847	0.09574468085106383	0.26595744680851063	0.3116591928251121	0.26681614349775784	0.2737030411449016	0.07526881720430108	0.20359281437125748	0.23353293413173654	0.22811918063314712	0.24967490247074123	KU201316.1_Staspe
KX091850.1_Cersau	KX091850.1_Cersau	12925	0.22467986030267753	12885	2895	0.27555555555555555	0.3333333333333333	0.09433962264150944	0.2641509433962264	0.39453125	0.396484375	0.3815789473684211	0.3508771929824561	0.34600760456273766	0.366412213740458	0.36243386243386244	0.3386243386243386	0.0429042904290429	0.31683168316831684	0.2303206997084548	0.30029154518950435	0.2542372881355932	0.3135593220338983	0.06382978723404255	0.26595744680851063	0.3004484304932735	0.24663677130044842	0.24508050089445438	0.03046594982078853	0.17964071856287425	0.2275449101796407	0.20763500931098697	0.23466666666666666	KX091850.1_Cersau
KX091851.1_Creelo	KX091851.1_Creelo	12925	0.246027439733354	12901	3174	0.2743362831858407	0.3495575221238938	0.18867924528301888	0.2830188679245283	0.408203125	0.40625	0.3815789473684211	0.35964912280701755	0.376425855513308	0.3816793893129771	0.37037037037037035	0.34656084656084657	0.07920792079207921	0.3234323432343234	0.25072886297376096	0.34110787172011664	0.288135593220339	0.2966101694915254	0.07446808510638298	0.26595744680851063	0.30269058295964124	0.2556053811659193	0.26118067978533094	0.06630824372759857	0.20359281437125748	0.2155688622754491	0.2309124767225326	0.2621231979030144	KX091851.1_Creelo
KX091854.1_Spiocc2	KX091854.1_Spiocc2	12925	0.24532402017850213	12885	3161	0.28761061946902655	0.35398230088495575	0.09433962264150944	0.22641509433962265	0.412109375	0.40625	0.41228070175438597	0.33771929824561403	0.38783269961977185	0.37786259541984735	0.373015873015873	0.3492063492063492	0.09570957095709572	0.32673267326732675	0.239067055393586	0.3206997084548105	0.2542372881355932	0.2966101694915254	0.0425531914893617	0.26595744680851063	0.3251121076233184	0.2623318385650224	0.26833631484794274	0.07885304659498207	0.19760479041916168	0.2275449101796407	0.21808014911463186	0.22593582887700533	KX091854.1_Spiocc2
KX091855.1_Hesspe	KX091855.1_Hesspe	12925	0.2343907546730784	12893	3022	0.2610619469026549	0.336283185840708	0.09433962264150944	0.20754716981132076	0.40234375	0.400390625	0.37280701754385964	0.34210526315789475	0.34980988593155893	0.3816793893129771	0.3783068783068783	0.3439153439153439	0.04950495049504951	0.3234323432343234	0.22740524781341107	0.31486880466472306	0.288135593220339	0.3135593220338983	0.10638297872340426	0.24468085106382978	0.3071748878923767	0.24663677130044842	0.24508050089445438	0.05197132616487455	0.19161676646706588	0.23353293413173654	0.2122905027932961	0.22119205298013245	KX091855.1_Hesspe
KX091863.1_Physha	KX091863.1_Physha	12925	0.26906631423462646	12863	3461	0.30973451327433627	0.35398230088495575	0.11320754716981132	0.22641509433962265	0.416015625	0.40625	0.40350877192982454	0.33771929824561403	0.3688212927756654	0.3893129770992366	0.3968253968253968	0.3492063492063492	0.1419141914191419	0.3234323432343234	0.21865889212827988	0.3556851311953353	0.2711864406779661	0.3389830508474576	0.1702127659574468	0.2765957446808511	0.32653061224489793	0.26303854875283444	0.2826475849731664	0.11469534050179211	0.19879518072289157	0.24096385542168675	0.23277467411545624	0.23687752355316286	KX091863.1_Physha
KX091864.1_Rholat	KX091864.1_Rholat	12925	0.2503488913009769	12898	3229	0.3141592920353982	0.3584070796460177	0.1509433962264151	0.2830188679245283	0.423828125	0.408203125	0.37719298245614036	0.34649122807017546	0.38783269961977185	0.38549618320610685	0.37037037037037035	0.34656084656084657	0.11551155115511551	0.3333333333333333	0.21865889212827988	0.32653061224489793	0.2627118644067797	0.3305084745762712	0.07446808510638298	0.2553191489361702	0.3116591928251121	0.26681614349775784	0.26118067978533094	0.1003584229390681	0.20958083832335328	0.23353293413173654	0.22811918063314712	0.2394736842105263	KX091864.1_Rholat
KX434808.1_Miocaf	KX434808.1_Miocaf	12925	0.24315732340854462	12897	3136	0.2743362831858407	0.3672566371681416	0.1320754716981132	0.2641509433962264	0.40625	0.396484375	0.3684210526315789	0.34649122807017546	0.376425855513308	0.36259541984732824	0.3835978835978836	0.3492063492063492	0.09900990099009901	0.31683168316831684	0.23615160349854228	0.3119533527696793	0.3135593220338983	0.3135593220338983	0.06382978723404255	0.2765957446808511	0.31390134529147984	0.24887892376681614	0.2558139534883721	0.06989247311827956	0.2215568862275449	0.25748502994011974	0.2132216014897579	0.24110671936758893	KX434808.1_Miocaf
KX434810.1_Miryun	KX434810.1_Miryun	12925	0.2794623319787434	12796	3576	0.34513274336283184	0.3584070796460177	0.20754716981132076	0.22641509433962265	0.419921875	0.4070450097847358	0.3991228070175439	0.3684210526315789	0.39543726235741444	0.37404580152671757	0.41534391534391535	0.335978835978836	0.15181518151815182	0.33003300330033003	0.30994152046783624	0.3498542274052478	0.3050847457627119	0.3389830508474576	0.14893617021276595	0.2872340425531915	0.3251121076233184	0.31390134529147984	0.295169946332737	0.13440860215053763	0.2694610778443114	0.2694610778443114	0.24953445065176907	0.25718608169440244	KX434810.1_Miryun
KX434811.1_Psewah	KX434811.1_Psewah	12925	0.24422157799890307	12763	3117	0.2743362831858407	0.3584070796460177	0.11320754716981132	0.24528301886792453	0.404296875	0.404296875	0.41228070175438597	0.33771929824561403	0.3650190114068441	0.37786259541984735	0.36772486772486773	0.3439153439153439	0.0858085808580858	0.3234323432343234	0.22157434402332363	0.3177842565597668	0.288135593220339	0.2966101694915254	0.10638297872340426	0.2765957446808511	0.3071748878923767	0.27802690582959644	0.26654740608228983	0.06093189964157706	0.19161676646706588	0.2275449101796407	0.2271880819366853	0.2544	KX434811.1_Psewah
KX434812.1_Cammou	KX434812.1_Cammou	12925	0.23140752229546335	12895	2984	0.3053097345132743	0.34513274336283184	0.07547169811320754	0.22641509433962265	0.41015625	0.40234375	0.35964912280701755	0.3333333333333333	0.3688212927756654	0.37404580152671757	0.376657824933687	0.3448275862068966	0.06930693069306931	0.3234323432343234	0.19298245614035087	0.2982456140350877	0.2711864406779661	0.3305084745762712	0.0425531914893617	0.26595744680851063	0.30493273542600896	0.2623318385650224	0.25402504472271914	0.06630824372759857	0.16766467065868262	0.2155688622754491	0.21601489757914338	0.2162516382699869	KX434812.1_Cammou
KX434813.1_Mesala2	KX434813.1_Mesala2	12925	0.2391439205955335	12896	3084	0.27876106194690264	0.3495575221238938	0.07547169811320754	0.3018867924528302	0.4140625	0.408203125	0.3815789473684211	0.35526315789473684	0.38022813688212925	0.38549618320610685	0.4021164021164021	0.35185185185185186	0.08250825082508251	0.32673267326732675	0.19825072886297376	0.3323615160349854	0.288135593220339	0.3389830508474576	0.07446808510638298	0.26595744680851063	0.3094170403587444	0.26681614349775784	0.259391771019678	0.06810035842293907	0.18562874251497005	0.24550898203592814	0.22532588454376165	0.23746701846965698	KX434813.1_Mesala2
KX434815.1_Gongon	KX434815.1_Gongon	12925	0.23802476828413427	12839	3056	0.2831858407079646	0.3185840707964602	0.09433962264150944	0.18867924528301888	0.412	0.396	0.35526315789473684	0.32456140350877194	0.34220532319391633	0.366412213740458	0.3439153439153439	0.35185185185185186	0.0858085808580858	0.3069306930693069	0.22514619883040934	0.3157894736842105	0.2542372881355932	0.3305084745762712	0.0851063829787234	0.26595744680851063	0.2972972972972973	0.25	0.24865831842576028	0.08064516129032258	0.20481927710843373	0.2289156626506024	0.20503261882572227	0.2363150867823765	KX434815.1_Gongon
KX434816.1_Spiocc	KX434816.1_Spiocc	12925	0.23180195561074035	12886	2987	0.2831858407079646	0.3584070796460177	0.11320754716981132	0.2641509433962264	0.39453125	0.400390625	0.37719298245614036	0.32456140350877194	0.38783269961977185	0.37404580152671757	0.37566137566137564	0.3333333333333333	0.0594059405940594	0.3201320132013201	0.1924198250728863	0.33527696793002915	0.3135593220338983	0.3135593220338983	0.07446808510638298	0.2765957446808511	0.3116591928251121	0.257847533632287	0.24686940966010734	0.06989247311827956	0.17365269461077845	0.2155688622754491	0.20577281191806332	0.20989304812834225	KX434816.1_Spiocc
KX434817.1_Tausig	KX434817.1_Tausig	12925	0.24817518248175183	12878	3196	0.27876106194690264	0.3274336283185841	0.09433962264150944	0.22641509433962265	0.41015625	0.40234375	0.40350877192982454	0.34210526315789475	0.40304182509505704	0.37404580152671757	0.3968253968253968	0.34656084656084657	0.09900990099009901	0.3234323432343234	0.239067055393586	0.3119533527696793	0.3050847457627119	0.2966101694915254	0.1276595744680851	0.26595744680851063	0.3251121076233184	0.2623318385650224	0.25760286225402507	0.08781362007168458	0.2215568862275449	0.2155688622754491	0.21730950141110067	0.24500665778961384	KX434817.1_Tausig
KX434818.1_Therub	KX434818.1_Therub	12925	0.24862221532251805	12883	3203	0.3185840707964602	0.3495575221238938	0.16981132075471697	0.2641509433962264	0.42578125	0.40234375	0.4166666666666667	0.34649122807017546	0.3650190114068441	0.37786259541984735	0.4021164021164021	0.35714285714285715	0.09570957095709572	0.33003300330033003	0.239067055393586	0.3177842565597668	0.3135593220338983	0.288135593220339	0.0425531914893617	0.2553191489361702	0.3004484304932735	0.24943820224719102	0.2737030411449016	0.06272401433691756	0.20958083832335328	0.2155688622754491	0.22439478584729983	0.23726541554959785	KX434818.1_Therub
KX434819.1_Hiemaj	KX434819.1_Hiemaj	12925	0.2575170489770614	12904	3323	0.28761061946902655	0.35398230088495575	0.18867924528301888	0.33962264150943394	0.419921875	0.41015625	0.3815789473684211	0.3508771929824561	0.39923954372623577	0.37786259541984735	0.3888888888888889	0.3412698412698413	0.10891089108910891	0.33003300330033003	0.22448979591836735	0.33527696793002915	0.3135593220338983	0.3389830508474576	0.07446808510638298	0.26595744680851063	0.31614349775784756	0.2713004484304933	0.27191413237924866	0.1003584229390681	0.2155688622754491	0.24550898203592814	0.24089635854341737	0.2535760728218466	KX434819.1_Hiemaj
KX434820.1_Iripol	KX434820.1_Iripol	12925	0.251606181628755	11518	2898	0.3053097345132743	0.3495575221238938	0.16981132075471697	0.24528301886792453	0.423828125	0.40625	0.39473684210526316	0.35964912280701755	0.39923954372623577	0.37786259541984735	0.3941798941798942	0.3412698412698413	0.0891089108910891	0.32673267326732675			0.2627118644067797	0.3050847457627119	0.05319148936170213	0.26595744680851063	0.30269058295964124	0.2556053811659193	0.2629695885509839	0.05555555555555555	0.20958083832335328	0.25149700598802394	0.2291861552853134	0.27602905569007263	KX434820.1_Iripol
KX434821.1_Plispe	KX434821.1_Plispe	12925	0.2489327020104013	12883	3207	0.28761061946902655	0.3584070796460177	0.1509433962264151	0.2830188679245283	0.41796875	0.40625	0.38596491228070173	0.36403508771929827	0.38783269961977185	0.3816793893129771	0.3888888888888889	0.3544973544973545	0.066006600660066	0.3234323432343234	0.22157434402332363	0.3294460641399417	0.2796610169491525	0.3050847457627119	0.09574468085106383	0.26595744680851063	0.30995475113122173	0.2828054298642534	0.2737030411449016	0.07719928186714542	0.18072289156626506	0.2289156626506024	0.2383612662942272	0.24704336399474375	KX434821.1_Plispe
KX434823.1_Hetspe	KX434823.1_Hetspe	12925	0.2514746972989755	12884	3240	0.3008849557522124	0.3495575221238938	0.1320754716981132	0.2641509433962264	0.423828125	0.400390625	0.40350877192982454	0.33771929824561403	0.376425855513308	0.3816793893129771	0.3888888888888889	0.3412698412698413	0.0891089108910891	0.31683168316831684	0.25072886297376096	0.3236151603498542	0.2627118644067797	0.3220338983050847	0.07446808510638298	0.24468085106382978	0.3116591928251121	0.2713004484304933	0.26833631484794274	0.08602150537634409	0.24550898203592814	0.25748502994011974	0.23951537744641194	0.2339572192513369	KX434823.1_Hetspe
KX434824.1_Idolat	KX434824.1_Idolat	12925	0.25932821348227447	12891	3343	0.30973451327433627	0.3407079646017699	0.15384615384615385	0.3269230769230769	0.4140625	0.400390625	0.39473684210526316	0.32894736842105265	0.40304182509505704	0.37404580152671757	0.3915343915343915	0.3544973544973545	0.10561056105610561	0.3201320132013201	0.2565597667638484	0.3294460641399417	0.2627118644067797	0.3135593220338983	0.1702127659574468	0.2765957446808511	0.3056179775280899	0.2713004484304933	0.26475849731663686	0.10215053763440861	0.20359281437125748	0.2215568862275449	0.2383612662942272	0.25495376486129456	KX434824.1_Idolat
KX434825.1_Emppen	KX434825.1_Emppen	12925	0.25717610550814585	12890	3315	0.2743362831858407	0.3407079646017699	0.20754716981132076	0.2830188679245283	0.42578125	0.40234375	0.41228070175438597	0.34210526315789475	0.3840304182509506	0.38549618320610685	0.3941798941798942	0.3412698412698413	0.1353135313531353	0.32673267326732675	0.23684210526315788	0.3304093567251462	0.2627118644067797	0.3305084745762712	0.13829787234042554	0.2765957446808511	0.30493273542600896	0.26905829596412556	0.26475849731663686	0.11648745519713262	0.19161676646706588	0.2215568862275449	0.22625698324022347	0.247682119205298	KX434825.1_Emppen
KX434826.1_Brubor	KX434826.1_Brubor	12925	0.24780480223793613	12869	3189	0.3008849557522124	0.36283185840707965	0.1509433962264151	0.18867924528301888	0.40234375	0.404296875	0.39035087719298245	0.33771929824561403	0.39543726235741444	0.3969465648854962	0.3835978835978836	0.3386243386243386	0.09900990099009901	0.3201320132013201	0.23684210526315788	0.3216374269005848	0.2711864406779661	0.3474576271186441	0.1276595744680851	0.2553191489361702	0.30269058295964124	0.2600896860986547	0.27549194991055453	0.08602150537634409	0.20481927710843373	0.2469879518072289	0.21361940298507462	0.2381596752368065	KX434826.1_Brubor
KX434828.1_Blemen	KX434828.1_Blemen	12925	0.25551927860696516	12864	3287	0.3053097345132743	0.35398230088495575	0.07547169811320754	0.2641509433962264	0.412	0.402	0.4166666666666667	0.3508771929824561	0.38783269961977185	0.37404580152671757	0.3835978835978836	0.3386243386243386	0.07590759075907591	0.33003300330033003	0.2653061224489796	0.33819241982507287	0.3050847457627119	0.3220338983050847	0.14893617021276595	0.26595744680851063	0.30493273542600896	0.2802690582959641	0.26833631484794274	0.10931899641577061	0.2275449101796407	0.25149700598802394	0.22811918063314712	0.24540682414698162	KX434828.1_Blemen
KX434829.1_Thecat	KX434829.1_Thecat	12925	0.24858406393048335	12889	3204	0.3008849557522124	0.3495575221238938	0.1320754716981132	0.20754716981132076	0.41796875	0.40234375	0.38596491228070173	0.34210526315789475	0.3726235741444867	0.366412213740458	0.36772486772486773	0.3386243386243386	0.0891089108910891	0.33663366336633666	0.2478134110787172	0.33819241982507287	0.2711864406779661	0.2966101694915254	0.07446808510638298	0.2553191489361702	0.3094170403587444	0.2556053811659193	0.2808586762075134	0.08602150537634409	0.17365269461077845	0.23952095808383234	0.22905027932960895	0.22769640479360853	KX434829.1_Thecat
KX434830.1_Hiemul	KX434830.1_Hiemul	12925	0.258062015503876	12900	3329	0.3008849557522124	0.35398230088495575	0.1509433962264151	0.2830188679245283	0.43359375	0.408203125	0.39035087719298245	0.3508771929824561	0.39543726235741444	0.38549618320610685	0.42857142857142855	0.35185185185185186	0.09570957095709572	0.3234323432343234	0.24198250728862974	0.3294460641399417	0.3050847457627119	0.3135593220338983	0.07446808510638298	0.26595744680851063	0.3116591928251121	0.27802690582959644	0.28622540250447226	0.09498207885304659	0.24550898203592814	0.24550898203592814	0.24115456238361266	0.24803149606299213	KX434830.1_Hiemul
KX434834.1_Derdes	KX434834.1_Derdes	12925	0.25760161340366117	12892	3321	0.26991150442477874	0.336283185840708	0.1320754716981132	0.22641509433962265	0.421875	0.3984375	0.39473684210526316	0.34210526315789475	0.38022813688212925	0.37404580152671757	0.37037037037037035	0.3492063492063492	0.1254125412541254	0.31683168316831684	0.2478134110787172	0.3177842565597668	0.2966101694915254	0.2796610169491525	0.0851063829787234	0.2553191489361702	0.30493273542600896	0.2713004484304933	0.27906976744186046	0.13440860215053763	0.19760479041916168	0.2275449101796407	0.2320596458527493	0.22251655629139072	KX434834.1_Derdes
KX434837.1_Toxhau	KX434837.1_Toxhau	12925	0.2729599751784052	12892	3519	0.33185840707964603	0.34513274336283184	0.24528301886792453	0.2641509433962264	0.41796875	0.404296875	0.3876651982378855	0.3568281938325991	0.3840304182509506	0.37786259541984735	0.41534391534391535	0.3412698412698413	0.18811881188118812	0.31353135313531355	0.2594752186588921	0.3177842565597668	0.2966101694915254	0.3559322033898305	0.06382978723404255	0.2765957446808511	0.3116591928251121	0.2802690582959641	0.2701252236135957	0.13082437275985664	0.25149700598802394	0.23952095808383234	0.25232774674115455	0.24966974900924702	KX434837.1_Toxhau
KX434838.1_Psechl	KX434838.1_Psechl	12925	0.23507878402037244	12566	2954	0.2743362831858407	0.3495575221238938	0.11320754716981132	0.18867924528301888	0.412109375	0.40234375	0.3684210526315789	0.34649122807017546	0.3650190114068441	0.3702290076335878	0.36243386243386244	0.3306878306878307	0.10299003322259136	0.31893687707641194	0.195906432748538	0.3020527859237537	0.2796610169491525	0.3305084745762712	0.09574468085106383	0.26595744680851063	0.30337078651685395	0.26681614349775784	0.27191413237924866	0.07706093189964158	0.20958083832335328	0.25748502994011974	0.21601489757914338	0.25740318906605925	KX434838.1_Psechl
KX434839.1_Popspu	KX434839.1_Popspu	12925	0.26374570446735396	12804	3377	0.3141592920353982	0.3495575221238938	0.16981132075471697	0.2641509433962264	0.41015625	0.40234375	0.37280701754385964	0.33771929824561403	0.38783269961977185	0.3893129770992366	0.41005291005291006	0.34656084656084657	0.12211221122112212	0.33003300330033003	0.2536443148688047	0.34110787172011664	0.2457627118644068	0.2966101694915254	0.10638297872340426	0.2765957446808511	0.31390134529147984	0.26905829596412556	0.2737030411449016	0.13440860215053763	0.2275449101796407	0.23952095808383234	0.2416044776119403	0.25299401197604793	KX434839.1_Popspu
KX434840.1_Sphvir	KX434840.1_Sphvir	12925	0.26270923744575325	12904	3390	0.3053097345132743	0.3584070796460177	0.18867924528301888	0.32075471698113206	0.4296875	0.408203125	0.37719298245614036	0.35526315789473684	0.38783269961977185	0.38549618320610685	0.40476190476190477	0.34656084656084657	0.12871287128712872	0.3201320132013201	0.23323615160349853	0.3469387755102041	0.3220338983050847	0.3305084745762712	0.11702127659574468	0.26595744680851063	0.3183856502242152	0.27802690582959644	0.2826475849731664	0.08781362007168458	0.2155688622754491	0.25748502994011974	0.2383612662942272	0.25718015665796345	KX434840.1_Sphvir
KX434841.1_Psespe	KX434841.1_Psespe	12925	0.2521138778993096	12891	3250	0.2831858407079646	0.336283185840708	0.1509433962264151	0.20754716981132076	0.40625	0.4070450097847358	0.3684210526315789	0.3508771929824561	0.3726235741444867	0.38549618320610685	0.3968253968253968	0.3386243386243386	0.1188118811881188	0.32450331125827814	0.23615160349854228	0.3236151603498542	0.2711864406779661	0.3135593220338983	0.07446808510638298	0.2553191489361702	0.3116591928251121	0.273542600896861	0.27191413237924866	0.08422939068100359	0.23952095808383234	0.2694610778443114	0.2383612662942272	0.23412698412698413	KX434841.1_Psespe
KX434842.1_Ortmin	KX434842.1_Ortmin	12925	0.2494767036204357	12899	3218	0.2831858407079646	0.3495575221238938	0.11320754716981132	0.3018867924528302	0.439453125	0.40625	0.39473684210526316	0.3508771929824561	0.39923954372623577	0.37786259541984735	0.3862433862433862	0.34656084656084657	0.052805280528052806	0.3234323432343234	0.26822157434402333	0.3206997084548105	0.2966101694915254	0.3220338983050847	0.06382978723404255	0.26595744680851063	0.31614349775784756	0.26905829596412556	0.26118067978533094	0.04838709677419355	0.2155688622754491	0.23952095808383234	0.22998137802607077	0.25229960578186594	KX434842.1_Ortmin
KX434843.1_Acomul	KX434843.1_Acomul	12925	0.23500659477073474	12889	3029	0.2743362831858407	0.34513274336283184	0.11320754716981132	0.2830188679245283	0.41796875	0.408203125	0.37719298245614036	0.32894736842105265	0.3650190114068441	0.366412213740458	0.38095238095238093	0.3386243386243386	0.0594059405940594	0.3201320132013201	0.25072886297376096	0.3206997084548105	0.2457627118644068	0.3504273504273504	0.07446808510638298	0.24468085106382978	0.32062780269058294	0.25112107623318386	0.2522361359570662	0.05197132616487455	0.18562874251497005	0.23952095808383234	0.21880819366852886	0.22281167108753316	KX434843.1_Acomul
