id	display_name	y_coord	r2t_val	match_type	GC_all	p1_ATP6	p2_ATP6	p3_ATP6	p4_ATP8	p5_ATP8	p6_ATP8	p7_COX1	p8_COX1	p9_COX1	p10_COX2	p11_COX2	p12_COX2	p13_COX3	p14_COX3	p15_COX3	p16_CYTB	p17_CYTB	p18_CYTB	p19_ND1	p20_ND1	p21_ND1	p22_ND2	p23_ND2	p24_ND2	p25_ND3	p26_ND3	p27_ND3	p28_ND4L	p29_ND4L	p30_ND4L	p31_ND4	p32_ND4	p33_ND4	p34_ND5	p35_ND5	p36_ND5	p37_ND6	p38_ND6	p39_ND6	p40_rrnl	p41_rrns
KX434826.1_Brubor	KX434826.1 Brubor	16	1.9811814616999999	exact_or_mapped	0.24780480223793613	0.3008849557522124	0.36283185840707965	0.13274336283185842	0.1509433962264151	0.18867924528301888	0.1509433962264151	0.40234375	0.404296875	0.095703125	0.39035087719298245	0.33771929824561403	0.11842105263157894	0.39543726235741444	0.3969465648854962	0.1297709923664122	0.3835978835978836	0.3386243386243386	0.12169312169312169	0.09900990099009901	0.3201320132013201	0.2871287128712871	0.23684210526315788	0.3216374269005848	0.17008797653958943	0.2711864406779661	0.3474576271186441	0.13559322033898305	0.1276595744680851	0.2553191489361702	0.22340425531914893	0.30269058295964124	0.2600896860986547	0.08764044943820225	0.27549194991055453	0.08602150537634409	0.3046594982078853	0.20481927710843373	0.2469879518072289	0.0963855421686747	0.21361940298507462	0.2381596752368065
PV564197.1_Pselob	PV564197.1 Pselob	17	2.5912286174999997	exact_or_mapped	0.24063590538968593	0.28761061946902655	0.34513274336283184	0.09292035398230089	0.1320754716981132	0.18867924528301888	0.07547169811320754	0.40234375	0.39453125	0.09765625	0.3656387665198238	0.33480176211453744	0.1013215859030837	0.34600760456273766	0.36259541984732824	0.1183206106870229	0.37566137566137564	0.3386243386243386	0.1164021164021164	0.132013201320132	0.31683168316831684	0.2607260726072607	0.2565597667638484	0.282798833819242	0.1871345029239766	0.2457627118644068	0.3474576271186441	0.11016949152542373	0.06382978723404255	0.22340425531914893	0.2553191489361702	0.30493273542600896	0.25112107623318386	0.08314606741573034	0.2558139534883721	0.07347670250896057	0.31899641577060933	0.2215568862275449	0.23353293413173654	0.12574850299401197	0.21082089552238806	0.23490813648293962
KX434844.1_Decspe	KX434844.1 Decspe	18	2.5325419613999998	exact_or_mapped	0.23619846261355695	0.2920353982300885	0.3495575221238938	0.0752212389380531	0.11320754716981132	0.18867924528301888	0.09433962264150944	0.419921875	0.392578125	0.1171875	0.34801762114537443	0.34513274336283184	0.09292035398230089	0.33840304182509506	0.3435114503816794	0.09923664122137404	0.35714285714285715	0.3439153439153439	0.12169312169312169	0.0627062706270627	0.3201320132013201	0.2871287128712871	0.21052631578947367	0.30116959064327486	0.18475073313782991	0.2542372881355932	0.3474576271186441	0.09322033898305085	0.09574468085106383	0.23404255319148937	0.23404255319148937	0.30269058295964124	0.257847533632287	0.0696629213483146	0.2558139534883721	0.07347670250896057	0.3172043010752688	0.20958083832335328	0.2275449101796407	0.08982035928143713	0.19981325863678806	0.2247340425531915
KX434843.1_Acomul	KX434843.1 Acomul	19	2.2797952999	exact_or_mapped	0.23500659477073474	0.2743362831858407	0.34513274336283184	0.03982300884955752	0.11320754716981132	0.2830188679245283	0.1509433962264151	0.41796875	0.408203125	0.07436399217221135	0.37719298245614036	0.32894736842105265	0.04824561403508772	0.3650190114068441	0.366412213740458	0.08015267175572519	0.38095238095238093	0.3386243386243386	0.0873015873015873	0.0594059405940594	0.3201320132013201	0.30033003300330036	0.25072886297376096	0.3206997084548105	0.17251461988304093	0.2457627118644068	0.3504273504273504	0.09401709401709402	0.07446808510638298	0.24468085106382978	0.24468085106382978	0.32062780269058294	0.25112107623318386	0.06292134831460675	0.2522361359570662	0.05197132616487455	0.2956989247311828	0.18562874251497005	0.23952095808383234	0.07784431137724551	0.21880819366852886	0.22281167108753316
NC_077477.1_Rapfus	NC 077477.1 Rapfus	20	2.4276524081	exact_or_mapped	0.23836487744337573	0.27876106194690264	0.3407079646017699	0.09734513274336283	0.05660377358490566	0.32075471698113206	0.1320754716981132	0.416015625	0.3953033268101761	0.07827788649706457	0.3815789473684211	0.32456140350877194	0.07456140350877193	0.3650190114068441	0.3435114503816794	0.08015267175572519	0.36507936507936506	0.335978835978836	0.08994708994708994	0.0594059405940594	0.3234323432343234	0.3069306930693069	0.24489795918367346	0.3032069970845481	0.1608187134502924	0.2288135593220339	0.2966101694915254	0.11016949152542373	0.09574468085106383	0.26595744680851063	0.24468085106382978	0.31614349775784756	0.2757847533632287	0.07640449438202247	0.26833631484794274	0.06093189964157706	0.31362007168458783	0.2275449101796407	0.2215568862275449	0.09580838323353294	0.2169459962756052	0.23809523809523808
NC_077476.1_Caldia	NC 077476.1 Caldia	21	2.4309475955	exact_or_mapped	0.2529252227818675	0.29646017699115046	0.3407079646017699	0.10619469026548672	0.16981132075471697	0.33962264150943394	0.16981132075471697	0.416015625	0.408203125	0.111328125	0.37719298245614036	0.34649122807017546	0.12280701754385964	0.35361216730038025	0.3435114503816794	0.12213740458015267	0.3862433862433862	0.3386243386243386	0.1349206349206349	0.10561056105610561	0.33663366336633666	0.3234323432343234	0.26822157434402333	0.3206997084548105	0.1871345029239766	0.2457627118644068	0.3135593220338983	0.11016949152542373	0.1276595744680851	0.2553191489361702	0.24468085106382978	0.3251121076233184	0.2825112107623318	0.11235955056179775	0.27191413237924866	0.08602150537634409	0.30286738351254483	0.2155688622754491	0.2275449101796407	0.11377245508982035	0.23277467411545624	0.2333767926988266
KX091854.1_Spiocc2	KX091854.1 Spiocc2	22	2.0054621514999997	exact_or_mapped	0.24532402017850213	0.28761061946902655	0.35398230088495575	0.06637168141592921	0.09433962264150944	0.22641509433962265	0.09433962264150944	0.412109375	0.40625	0.115234375	0.41228070175438597	0.33771929824561403	0.10087719298245613	0.38783269961977185	0.37786259541984735	0.12213740458015267	0.373015873015873	0.3492063492063492	0.08994708994708994	0.09570957095709572	0.32673267326732675	0.31353135313531355	0.239067055393586	0.3206997084548105	0.18421052631578946	0.2542372881355932	0.2966101694915254	0.059322033898305086	0.0425531914893617	0.26595744680851063	0.26595744680851063	0.3251121076233184	0.2623318385650224	0.08314606741573034	0.26833631484794274	0.07885304659498207	0.3207885304659498	0.19760479041916168	0.2275449101796407	0.10179640718562874	0.21808014911463186	0.22593582887700533
NC_086818.1_Amawuz	NC 086818.1 Amawuz	23	1.8364241910999997	exact_or_mapped	0.24866372298396466	0.3008849557522124	0.3672566371681416	0.0752212389380531	0.1320754716981132	0.2641509433962264	0.11320754716981132	0.416015625	0.408203125	0.126953125	0.40350877192982454	0.35964912280701755	0.13596491228070176	0.3726235741444867	0.3702290076335878	0.1183206106870229	0.3968253968253968	0.3412698412698413	0.09259259259259259	0.06930693069306931	0.3201320132013201	0.3201320132013201	0.23323615160349853	0.3469387755102041	0.16666666666666666	0.2966101694915254	0.3474576271186441	0.09322033898305085	0.09574468085106383	0.2765957446808511	0.2765957446808511	0.31614349775784756	0.273542600896861	0.07865168539325842	0.2808586762075134	0.07347670250896057	0.30824372759856633	0.21818181818181817	0.23030303030303031	0.06666666666666667	0.22532588454376165	0.2175032175032175
NC_037203.1_Amanaw	NC 037203.1 Amanaw	24	1.8620402573999997	exact_or_mapped	0.25131864722308406	0.30973451327433627	0.3672566371681416	0.13716814159292035	0.11320754716981132	0.2830188679245283	0.05660377358490566	0.4140625	0.404296875	0.109375	0.39035087719298245	0.35964912280701755	0.14912280701754385	0.3650190114068441	0.37404580152671757	0.11450381679389313	0.3968253968253968	0.3492063492063492	0.13756613756613756	0.06930693069306931	0.3201320132013201	0.32673267326732675	0.2303206997084548	0.3469387755102041	0.1783625730994152	0.288135593220339	0.3305084745762712	0.11864406779661017	0.10638297872340426	0.2765957446808511	0.2978723404255319	0.30786516853932583	0.273542600896861	0.11685393258426967	0.26833631484794274	0.07526881720430108	0.31362007168458783	0.21212121212121213	0.22424242424242424	0.05454545454545454	0.2206703910614525	0.22470433639947437
KX434816.1_Spiocc	KX434816.1 Spiocc	25	1.8833749756999998	exact_or_mapped	0.23180195561074035	0.2831858407079646	0.3584070796460177	0.05309734513274336	0.11320754716981132	0.2641509433962264	0.05660377358490566	0.39453125	0.400390625	0.109375	0.37719298245614036	0.32456140350877194	0.08771929824561403	0.38783269961977185	0.37404580152671757	0.07633587786259542	0.37566137566137564	0.3333333333333333	0.0873015873015873	0.0594059405940594	0.3201320132013201	0.30363036303630364	0.1924198250728863	0.33527696793002915	0.12573099415204678	0.3135593220338983	0.3135593220338983	0.09322033898305085	0.07446808510638298	0.2765957446808511	0.23404255319148937	0.3116591928251121	0.257847533632287	0.038202247191011236	0.24686940966010734	0.06989247311827956	0.2992831541218638	0.17365269461077845	0.2155688622754491	0.08383233532934131	0.20577281191806332	0.20989304812834225
OM177664.1_Gonspe	OM177664.1 Gonspe	26	1.9278944931	exact_or_mapped	0.2432705772522172	0.28761061946902655	0.35398230088495575	0.11946902654867257	0.07547169811320754	0.20754716981132076	0.09433962264150944	0.390625	0.3984375	0.107421875	0.37719298245614036	0.34649122807017546	0.07894736842105263	0.3726235741444867	0.3549618320610687	0.11450381679389313	0.37037037037037035	0.328042328042328	0.1349206349206349	0.10231023102310231	0.32673267326732675	0.3069306930693069	0.2303206997084548	0.3236151603498542	0.16666666666666666	0.3220338983050847	0.3050847457627119	0.09322033898305085	0.0851063829787234	0.2553191489361702	0.2765957446808511	0.3071748878923767	0.2645739910313901	0.0853932584269663	0.25402504472271914	0.0913978494623656	0.2956989247311828	0.20958083832335328	0.24550898203592814	0.08383233532934131	0.22145669291338582	0.22997416020671835
NC_086831.1_Gonbru	NC 086831.1 Gonbru	27	1.9650841370999999	exact_or_mapped	0.2423514832313531	0.29646017699115046	0.34513274336283184	0.12389380530973451	0.11320754716981132	0.22641509433962265	0.1320754716981132	0.416015625	0.404296875	0.080078125	0.40350877192982454	0.34210526315789475	0.10964912280701754	0.39923954372623577	0.36259541984732824	0.09923664122137404	0.37037037037037035	0.3306878306878307	0.10317460317460317	0.09570957095709572	0.3234323432343234	0.3102310231023102	0.21282798833819241	0.3323615160349854	0.18128654970760233	0.3305084745762712	0.3050847457627119	0.06779661016949153	0.0851063829787234	0.26595744680851063	0.2553191489361702	0.3116591928251121	0.2623318385650224	0.09887640449438202	0.25760286225402507	0.06451612903225806	0.2956989247311828	0.19760479041916168	0.23353293413173654	0.08982035928143713	0.21601489757914338	0.22121604139715395
OM202561.1_Sinspe	OM202561.1 Sinspe	28	2.2257421981	exact_or_mapped	0.23779919179359651	0.3008849557522124	0.3185840707964602	0.11504424778761062	0.1320754716981132	0.20754716981132076	0.11320754716981132	0.41796875	0.384765625	0.1015625	0.37280701754385964	0.3157894736842105	0.12719298245614036	0.3650190114068441	0.3549618320610687	0.15267175572519084	0.3492063492063492	0.3253968253968254	0.12169312169312169	0.07590759075907591	0.3234323432343234	0.2607260726072607	0.23939393939393938	0.31212121212121213	0.18484848484848485	0.29310344827586204	0.3103448275862069	0.1724137931034483	0.07446808510638298	0.2553191489361702	0.2765957446808511	0.31981981981981983	0.25675675675675674	0.0835214446952596	0.24865831842576028	0.07706093189964158	0.2885304659498208	0.16766467065868262	0.20958083832335328	0.11377245508982035	0.20763500931098697	0.20512820512820512
MG888464.1_Singua	MG888464.1 Singua	29	2.2937855372	exact_or_mapped	0.2229536126384264	0.28761061946902655	0.3230088495575221	0.07964601769911504	0.09433962264150944	0.24528301886792453	0.018867924528301886	0.408203125	0.38671875	0.08984375	0.3508771929824561	0.30701754385964913	0.06140350877192982	0.3231939163498099	0.3473282442748092	0.0648854961832061	0.328042328042328	0.32275132275132273	0.09259259259259259	0.04950495049504951	0.3201320132013201	0.27722772277227725	0.20527859237536658	0.3058823529411765	0.17302052785923755	0.2627118644067797	0.3220338983050847	0.1440677966101695	0.07446808510638298	0.23404255319148937	0.22340425531914893	0.3094170403587444	0.23318385650224216	0.04044943820224719	0.23971377459749552	0.043010752688172046	0.2974910394265233	0.16167664670658682	0.20958083832335328	0.08383233532934131	0.20949720670391062	0.2087067861715749
KX434860.1_Singra	KX434860.1 Singra	30	2.2948348374	exact_or_mapped	0.22256664600123993	0.28761061946902655	0.3230088495575221	0.0752212389380531	0.09433962264150944	0.24528301886792453	0.03773584905660377	0.408203125	0.38671875	0.0859375	0.3508771929824561	0.30701754385964913	0.05701754385964912	0.3231939163498099	0.3473282442748092	0.0648854961832061	0.328042328042328	0.3201058201058201	0.09259259259259259	0.04950495049504951	0.3201320132013201	0.27722772277227725	0.20527859237536658	0.30498533724340177	0.17595307917888564	0.2627118644067797	0.3220338983050847	0.15254237288135594	0.07446808510638298	0.23404255319148937	0.22340425531914893	0.30493273542600896	0.23318385650224216	0.04269662921348315	0.23971377459749552	0.03942652329749104	0.2974910394265233	0.16167664670658682	0.20958083832335328	0.08383233532934131	0.20949720670391062	0.20881971465629054
OM202563.1_Arrpal2	OM202563.1 Arrpal2	31	2.0421135183	exact_or_mapped	0.22475216852540272	0.2610619469026549	0.3185840707964602	0.084070796460177	0.11320754716981132	0.18867924528301888	0.07547169811320754	0.39453125	0.388671875	0.072265625	0.35964912280701755	0.3201754385964912	0.08771929824561403	0.3231939163498099	0.3320610687022901	0.11450381679389313	0.3439153439153439	0.3201058201058201	0.10317460317460317	0.07590759075907591	0.3234323432343234	0.2607260726072607	0.22157434402332363	0.3032069970845481	0.18421052631578946	0.23728813559322035	0.3135593220338983	0.05084745762711865	0.0851063829787234	0.23404255319148937	0.19148936170212766	0.289237668161435	0.24663677130044842	0.08089887640449438	0.23434704830053668	0.05555555555555555	0.2867383512544803	0.1566265060240964	0.22289156626506024	0.06626506024096386	0.20949720670391062	0.2175032175032175
